cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,staff_pick,spotlight,category,subcategory
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400.0,5823,successful,92,US,USD,1970-01-01 00:00:01.607148+00:00,1970-01-01 00:00:01.636437600+00:00,False,False,theater,plays
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.0,6000,successful,62,US,USD,1970-01-01 00:00:01.634274+00:00,1970-01-01 00:00:01.634619600+00:00,False,False,film & video,animation
1980,2736,Mendoza-Parker,Enterprise-wide motivating matrices,7500.0,8181,successful,149,IT,EUR,1970-01-01 00:00:01.592283600+00:00,1970-01-01 00:00:01.624856400+00:00,False,True,games,video games
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.0,3589,failed,92,US,USD,1970-01-01 00:00:01.600146+00:00,1970-01-01 00:00:01.614060+00:00,False,False,film & video,animation
1760,3353,Gallegos-Cobb,Object-based directional function,39500.0,4323,failed,57,AU,AUD,1970-01-01 00:00:01.611208800+00:00,1970-01-01 00:00:01.638338400+00:00,False,True,music,rock
2435,2336,Ellison PLC,Re-contextualized tangible open architecture,9300.0,14822,successful,329,US,USD,1970-01-01 00:00:01.615784400+00:00,1970-01-01 00:00:01.636869600+00:00,False,False,film & video,animation
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10138,successful,97,DK,DKK,1970-01-01 00:00:01.591851600+00:00,1970-01-01 00:00:01.614492+00:00,False,True,theater,plays
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200.0,3127,failed,41,US,USD,1970-01-01 00:00:01.618203600+00:00,1970-01-01 00:00:01.638511200+00:00,False,False,technology,wearables
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,123124,successful,1784,US,USD,1970-01-01 00:00:01.587272400+00:00,1970-01-01 00:00:01.613800800+00:00,False,False,theater,plays
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system,168500.0,171729,successful,1684,AU,AUD,1970-01-01 00:00:01.610863200+00:00,1970-01-01 00:00:01.627016400+00:00,False,True,publishing,nonfiction
1955,5544,"Hill, Martin and Garcia",Sharable scalable core,8400.0,10729,successful,250,US,USD,1970-01-01 00:00:01.598072400+00:00,1970-01-01 00:00:01.614578400+00:00,False,True,music,rock
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240,successful,238,US,USD,1970-01-01 00:00:01.618635600+00:00,1970-01-01 00:00:01.630126800+00:00,False,False,theater,plays
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988,successful,53,US,USD,1970-01-01 00:00:01.619931600+00:00,1970-01-01 00:00:01.640671200+00:00,False,False,theater,plays
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900.0,14771,successful,214,US,USD,1970-01-01 00:00:01.600232400+00:00,1970-01-01 00:00:01.616389200+00:00,False,False,theater,plays
1231,4914,Walters-Carter,Seamless value-added standardization,4500.0,14649,successful,222,US,USD,1970-01-01 00:00:01.605852+00:00,1970-01-01 00:00:01.637992800+00:00,False,False,technology,web
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.0,184658,successful,1884,US,USD,1970-01-01 00:00:01.600578+00:00,1970-01-01 00:00:01.610690400+00:00,False,True,publishing,fiction
1717,2619,Roberts and Sons,Streamlined holistic knowledgebase,6200.0,13103,successful,218,AU,AUD,1970-01-01 00:00:01.604383200+00:00,1970-01-01 00:00:01.627880400+00:00,False,False,games,mobile games
211,4605,Avila-Nelson,Up-sized intermediate website,61500.0,168095,successful,6465,US,USD,1970-01-01 00:00:01.585112400+00:00,1970-01-01 00:00:01.613714400+00:00,False,False,publishing,translations
2635,6147,Robbins and Sons,Future-proofed directional synergy,100.0,3,failed,1,US,USD,1970-01-01 00:00:01.600232400+00:00,1970-01-01 00:00:01.614405600+00:00,False,False,music,rock
1854,1383,Singleton Ltd,Enhanced user-facing function,7100.0,3840,failed,101,US,USD,1970-01-01 00:00:01.596258+00:00,1970-01-01 00:00:01.627621200+00:00,False,False,theater,plays
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000.0,6263,successful,59,US,USD,1970-01-01 00:00:01.606284+00:00,1970-01-01 00:00:01.630126800+00:00,False,False,theater,plays
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.0,108161,failed,1335,CA,CAD,1970-01-01 00:00:01.599109200+00:00,1970-01-01 00:00:01.614146400+00:00,False,False,film & video,drama
1034,4165,Barry Group,De-engineered static Local Area Network,4600.0,8505,successful,88,US,USD,1970-01-01 00:00:01.624510800+00:00,1970-01-01 00:00:01.630126800+00:00,False,False,publishing,nonfiction
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500.0,96735,successful,1697,US,USD,1970-01-01 00:00:01.604383200+00:00,1970-01-01 00:00:01.632718800+00:00,False,True,music,rock
1792,6084,Smith-Reid,Optimized actuating toolset,4100.0,959,failed,15,GB,GBP,1970-01-01 00:00:01.604383200+00:00,1970-01-01 00:00:01.634446800+00:00,False,False,music,rock
121,2916,Williams Inc,Decentralized exuding strategy,5700.0,8322,successful,92,US,USD,1970-01-01 00:00:01.588482+00:00,1970-01-01 00:00:01.620450+00:00,False,False,theater,plays
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13424,successful,186,US,USD,1970-01-01 00:00:01.605333600+00:00,1970-01-01 00:00:01.635051600+00:00,False,True,theater,plays
2081,2261,Watkins Ltd,Multi-channeled responsive implementation,1800.0,10755,successful,138,US,USD,1970-01-01 00:00:01.617771600+00:00,1970-01-01 00:00:01.625029200+00:00,True,False,photography,photography books
1204,5342,Allen-Jones,Centralized modular initiative,6300.0,9935,successful,261,US,USD,1970-01-01 00:00:01.626325200+00:00,1970-01-01 00:00:01.634014800+00:00,False,False,music,rock
669,4087,Mason-Smith,Reverse-engineered cohesive migration,84300.0,26303,failed,454,US,USD,1970-01-01 00:00:01.628053200+00:00,1970-01-01 00:00:01.631509200+00:00,False,True,music,rock
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700.0,5328,successful,107,US,USD,1970-01-01 00:00:01.614405600+00:00,1970-01-01 00:00:01.633150800+00:00,False,True,music,indie rock
933,2908,Walker Ltd,Organic eco-centric success,2900.0,10756,successful,199,US,USD,1970-01-01 00:00:01.603688400+00:00,1970-01-01 00:00:01.620277200+00:00,False,False,photography,photography books
3055,2155,Gordon PLC,Virtual reciprocal policy,45600.0,165375,successful,5512,US,USD,1970-01-01 00:00:01.630213200+00:00,1970-01-01 00:00:01.635570+00:00,False,False,theater,plays
270,5642,Lee and Sons,Persevering interactive emulation,4900.0,6031,successful,86,US,USD,1970-01-01 00:00:01.589518800+00:00,1970-01-01 00:00:01.615356+00:00,False,False,theater,plays
647,6217,Cole LLC,Proactive responsive emulation,111900.0,85902,failed,3182,IT,EUR,1970-01-01 00:00:01.628312400+00:00,1970-01-01 00:00:01.642053600+00:00,False,True,music,jazz
1219,4222,Acosta PLC,Extended eco-centric function,61600.0,143910,successful,2768,AU,AUD,1970-01-01 00:00:01.620450+00:00,1970-01-01 00:00:01.632459600+00:00,False,False,theater,plays
1257,4798,Brown-Mckee,Networked optimal productivity,1500.0,2708,successful,48,US,USD,1970-01-01 00:00:01.616475600+00:00,1970-01-01 00:00:01.641794400+00:00,False,False,film & video,documentary
2162,5660,Miles and Sons,Persistent attitude-oriented approach,3500.0,8842,successful,87,US,USD,1970-01-01 00:00:01.623387600+00:00,1970-01-01 00:00:01.624510800+00:00,False,False,film & video,television
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900.0,47260,canceled,1890,US,USD,1970-01-01 00:00:01.633582800+00:00,1970-01-01 00:00:01.634101200+00:00,False,False,games,video games
2284,2809,Foley-Cox,Progressive zero administration leverage,153700.0,1953,live,61,US,USD,1970-01-01 00:00:01.625806800+00:00,1970-01-01 00:00:01.642053600+00:00,False,False,photography,photography books
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,155349,successful,1894,US,USD,1970-01-01 00:00:01.623992400+00:00,1970-01-01 00:00:01.635138+00:00,False,True,theater,plays
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800.0,10704,successful,282,CA,CAD,1970-01-01 00:00:01.604469600+00:00,1970-01-01 00:00:01.626325200+00:00,False,False,theater,plays
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773,failed,15,US,USD,1970-01-01 00:00:01.631509200+00:00,1970-01-01 00:00:01.638511200+00:00,False,False,theater,plays
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900.0,9419,successful,116,US,USD,1970-01-01 00:00:01.622610+00:00,1970-01-01 00:00:01.640930400+00:00,False,False,publishing,translations
890,5441,Fields Ltd,Front-line foreground project,5500.0,5324,failed,133,US,USD,1970-01-01 00:00:01.621746+00:00,1970-01-01 00:00:01.624251600+00:00,False,True,games,video games
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7465,successful,83,US,USD,1970-01-01 00:00:01.607925600+00:00,1970-01-01 00:00:01.619240400+00:00,False,False,theater,plays
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8799,successful,91,US,USD,1970-01-01 00:00:01.616907600+00:00,1970-01-01 00:00:01.629694800+00:00,False,False,technology,web
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000.0,13656,successful,546,US,USD,1970-01-01 00:00:01.601614800+00:00,1970-01-01 00:00:01.627189200+00:00,False,False,theater,plays
1909,4718,Braun PLC,Function-based high-level infrastructure,2500.0,14536,successful,393,US,USD,1970-01-01 00:00:01.625547600+00:00,1970-01-01 00:00:01.636088400+00:00,False,False,film & video,animation
962,1677,Drake PLC,Profound object-oriented paradigm,164500.0,150552,failed,2062,US,USD,1970-01-01 00:00:01.582610400+00:00,1970-01-01 00:00:01.617685200+00:00,False,True,theater,plays
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.0,9076,successful,133,US,USD,1970-01-01 00:00:01.626757200+00:00,1970-01-01 00:00:01.629262800+00:00,False,True,film & video,television
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set,8100.0,1517,failed,29,DK,DKK,1970-01-01 00:00:01.590555600+00:00,1970-01-01 00:00:01.616216400+00:00,False,False,music,rock
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8153,failed,132,US,USD,1970-01-01 00:00:01.613800800+00:00,1970-01-01 00:00:01.618030800+00:00,False,False,technology,web
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6357,successful,254,US,USD,1970-01-01 00:00:01.597813200+00:00,1970-01-01 00:00:01.611554400+00:00,False,False,theater,plays
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100.0,19557,canceled,184,US,USD,1970-01-01 00:00:01.613368800+00:00,1970-01-01 00:00:01.636696800+00:00,False,False,theater,plays
2685,5773,Ferguson PLC,Public-key intangible superstructure,6300.0,13213,successful,176,US,USD,1970-01-01 00:00:01.601701200+00:00,1970-01-01 00:00:01.613714400+00:00,False,False,music,electric music
2836,4161,Garcia Ltd,Secured global success,5600.0,5476,failed,137,DK,DKK,1970-01-01 00:00:01.607839200+00:00,1970-01-01 00:00:01.618376400+00:00,False,True,music,metal
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13474,successful,337,CA,CAD,1970-01-01 00:00:01.615442400+00:00,1970-01-01 00:00:01.629262800+00:00,False,False,theater,plays
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.0,91722,failed,908,US,USD,1970-01-01 00:00:01.605679200+00:00,1970-01-01 00:00:01.629090+00:00,False,True,film & video,documentary
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8219,successful,107,US,USD,1970-01-01 00:00:01.614924+00:00,1970-01-01 00:00:01.645336800+00:00,True,False,technology,web
2765,5565,Ho-Harris,Versatile cohesive encoding,7300.0,717,failed,10,US,USD,1970-01-01 00:00:01.606802400+00:00,1970-01-01 00:00:01.632805200+00:00,False,False,food,food trucks
939,1906,Ross Group,Organized executive solution,6500.0,1065,canceled,32,IT,EUR,1970-01-01 00:00:01.612245600+00:00,1970-01-01 00:00:01.616734800+00:00,False,False,theater,plays
390,5479,Turner-Davis,Automated local emulation,600.0,8038,successful,183,US,USD,1970-01-01 00:00:01.613541600+00:00,1970-01-01 00:00:01.623214800+00:00,False,False,theater,plays
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,68769,failed,1910,CH,CHF,1970-01-01 00:00:01.612677600+00:00,1970-01-01 00:00:01.635051600+00:00,False,False,theater,plays
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352,failed,38,AU,AUD,1970-01-01 00:00:01.588050+00:00,1970-01-01 00:00:01.615356+00:00,False,False,theater,plays
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6785,failed,104,AU,AUD,1970-01-01 00:00:01.606370400+00:00,1970-01-01 00:00:01.615442400+00:00,False,True,theater,plays
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database,3500.0,5037,successful,72,US,USD,1970-01-01 00:00:01.621486800+00:00,1970-01-01 00:00:01.624251600+00:00,False,True,music,rock
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm,3800.0,1954,failed,49,US,USD,1970-01-01 00:00:01.637647200+00:00,1970-01-01 00:00:01.644040800+00:00,False,False,food,food trucks
2423,5559,Cooke PLC,Focused executive core,100.0,5,failed,1,DK,DKK,1970-01-01 00:00:01.607148+00:00,1970-01-01 00:00:01.632546+00:00,False,True,publishing,nonfiction
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,900.0,12102,successful,295,US,USD,1970-01-01 00:00:01.623128400+00:00,1970-01-01 00:00:01.630731600+00:00,False,False,film & video,documentary
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,24234,failed,245,US,USD,1970-01-01 00:00:01.591506+00:00,1970-01-01 00:00:01.621832400+00:00,False,False,theater,plays
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.0,2809,failed,32,US,USD,1970-01-01 00:00:01.610431200+00:00,1970-01-01 00:00:01.640152800+00:00,False,False,music,indie rock
1077,3520,Peterson PLC,User-friendly discrete benchmark,2100.0,11469,successful,142,US,USD,1970-01-01 00:00:01.612332+00:00,1970-01-01 00:00:01.618030800+00:00,False,False,film & video,documentary
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800.0,8014,successful,85,US,USD,1970-01-01 00:00:01.611727200+00:00,1970-01-01 00:00:01.621054800+00:00,False,False,theater,plays
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514,failed,7,US,USD,1970-01-01 00:00:01.628744400+00:00,1970-01-01 00:00:01.637215200+00:00,False,True,theater,plays
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.0,43473,successful,659,DK,DKK,1970-01-01 00:00:01.616216400+00:00,1970-01-01 00:00:01.632546+00:00,False,True,publishing,fiction
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200.0,87560,failed,803,US,USD,1970-01-01 00:00:01.626498+00:00,1970-01-01 00:00:01.637215200+00:00,False,False,theater,plays
2545,4328,Harris-Perry,User-centric 6thgeneration attitude,4100.0,3087,canceled,75,US,USD,1970-01-01 00:00:01.614924+00:00,1970-01-01 00:00:01.627275600+00:00,False,True,music,indie rock
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800.0,1586,failed,16,US,USD,1970-01-01 00:00:01.616907600+00:00,1970-01-01 00:00:01.619154+00:00,False,False,games,video games
2219,4394,Flores PLC,Focused real-time help-desk,6300.0,12812,successful,121,US,USD,1970-01-01 00:00:01.607493600+00:00,1970-01-01 00:00:01.620536400+00:00,False,False,theater,plays
854,1794,Martinez LLC,Robust impactful approach,59100.0,183345,successful,3742,US,USD,1970-01-01 00:00:01.609394400+00:00,1970-01-01 00:00:01.644127200+00:00,False,False,theater,plays
336,3510,Miller-Irwin,Secured maximized policy,2200.0,8697,successful,223,US,USD,1970-01-01 00:00:01.637906400+00:00,1970-01-01 00:00:01.638424800+00:00,False,False,music,rock
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,1400.0,4126,successful,133,US,USD,1970-01-01 00:00:01.591246800+00:00,1970-01-01 00:00:01.618117200+00:00,False,True,film & video,documentary
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220,failed,31,US,USD,1970-01-01 00:00:01.625893200+00:00,1970-01-01 00:00:01.627966800+00:00,False,False,theater,plays
2991,4136,Martin-Marshall,Configurable demand-driven matrix,9600.0,6401,failed,108,IT,EUR,1970-01-01 00:00:01.608357600+00:00,1970-01-01 00:00:01.633496400+00:00,False,True,food,food trucks
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600.0,1269,failed,30,US,USD,1970-01-01 00:00:01.596171600+00:00,1970-01-01 00:00:01.616389200+00:00,False,False,theater,plays
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system,5700.0,903,failed,17,US,USD,1970-01-01 00:00:01.627534800+00:00,1970-01-01 00:00:01.632546+00:00,False,False,music,rock
2365,3289,Mills Group,Advanced empowering matrix,8400.0,3251,canceled,64,US,USD,1970-01-01 00:00:01.585026+00:00,1970-01-01 00:00:01.613973600+00:00,False,False,technology,web
358,1249,Sandoval-Powell,Phased holistic implementation,84400.0,8092,failed,80,US,USD,1970-01-01 00:00:01.620536400+00:00,1970-01-01 00:00:01.627966800+00:00,False,False,publishing,fiction
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.0,160422,failed,2468,US,USD,1970-01-01 00:00:01.622350800+00:00,1970-01-01 00:00:01.631163600+00:00,False,False,film & video,shorts
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,196377,successful,5168,US,USD,1970-01-01 00:00:01.616043600+00:00,1970-01-01 00:00:01.616389200+00:00,False,False,theater,plays
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.0,2148,failed,26,GB,GBP,1970-01-01 00:00:01.620018+00:00,1970-01-01 00:00:01.643090400+00:00,False,False,film & video,documentary
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11648,successful,307,US,USD,1970-01-01 00:00:01.618722+00:00,1970-01-01 00:00:01.630126800+00:00,False,True,theater,plays
921,6161,Saunders Group,Programmable systemic implementation,6500.0,5897,failed,73,US,USD,1970-01-01 00:00:01.590901200+00:00,1970-01-01 00:00:01.612072800+00:00,False,True,theater,plays
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.0,3326,failed,128,US,USD,1970-01-01 00:00:01.590555600+00:00,1970-01-01 00:00:01.618376400+00:00,False,False,film & video,animation
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002,failed,33,US,USD,1970-01-01 00:00:01.586494800+00:00,1970-01-01 00:00:01.618462800+00:00,False,True,theater,plays
3004,4270,Young PLC,Innovative well-modulated functionalities,98700.0,131826,successful,2441,US,USD,1970-01-01 00:00:01.598936400+00:00,1970-01-01 00:00:01.620018+00:00,False,False,music,rock
1911,6007,Willis and Sons,Fundamental incremental database,93800.0,21477,live,211,US,USD,1970-01-01 00:00:01.617685200+00:00,1970-01-01 00:00:01.623819600+00:00,False,False,games,video games
2726,4084,Thompson-Bates,Expanded encompassing open architecture,33700.0,62330,successful,1385,GB,GBP,1970-01-01 00:00:01.609826400+00:00,1970-01-01 00:00:01.618722+00:00,False,False,film & video,documentary
2049,1340,Rose-Silva,Intuitive static portal,3300.0,14643,successful,190,US,USD,1970-01-01 00:00:01.611986400+00:00,1970-01-01 00:00:01.624597200+00:00,False,False,food,food trucks
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41396,successful,470,US,USD,1970-01-01 00:00:01.596085200+00:00,1970-01-01 00:00:01.616389200+00:00,False,False,technology,wearables
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900,successful,253,US,USD,1970-01-01 00:00:01.603861200+00:00,1970-01-01 00:00:01.619931600+00:00,False,False,theater,plays
1194,6201,Mcgee Group,Assimilated discrete algorithm,66200.0,123538,successful,1113,US,USD,1970-01-01 00:00:01.593234+00:00,1970-01-01 00:00:01.620104400+00:00,False,False,music,rock
3176,1791,Jordan-Acosta,Operative uniform hub,173800.0,198628,successful,2283,US,USD,1970-01-01 00:00:01.582783200+00:00,1970-01-01 00:00:01.613109600+00:00,False,False,music,rock
642,3314,Nunez Inc,Customizable intangible capability,70700.0,68602,failed,1072,US,USD,1970-01-01 00:00:01.604642400+00:00,1970-01-01 00:00:01.626843600+00:00,False,True,music,rock
34,5852,Hayden Ltd,Innovative didactic analyzer,94500.0,116064,successful,1095,US,USD,1970-01-01 00:00:01.592370+00:00,1970-01-01 00:00:01.625720400+00:00,False,False,theater,plays
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800.0,125042,successful,1690,US,USD,1970-01-01 00:00:01.608444+00:00,1970-01-01 00:00:01.619499600+00:00,False,False,theater,plays
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,108974,canceled,1297,CA,CAD,1970-01-01 00:00:01.612677600+00:00,1970-01-01 00:00:01.644472800+00:00,False,False,theater,plays
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices,37100.0,34964,failed,393,US,USD,1970-01-01 00:00:01.617426+00:00,1970-01-01 00:00:01.640239200+00:00,False,False,photography,photography books
80,4594,Guzman Group,Ameliorated disintermediate utilization,114300.0,96777,failed,1257,US,USD,1970-01-01 00:00:01.612936800+00:00,1970-01-01 00:00:01.632286800+00:00,False,False,music,indie rock
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900.0,31864,failed,328,US,USD,1970-01-01 00:00:01.613541600+00:00,1970-01-01 00:00:01.623214800+00:00,False,False,theater,plays
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000.0,4853,failed,147,US,USD,1970-01-01 00:00:01.607148+00:00,1970-01-01 00:00:01.626152400+00:00,False,False,theater,plays
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation,197600.0,82959,failed,830,US,USD,1970-01-01 00:00:01.607752800+00:00,1970-01-01 00:00:01.623992400+00:00,False,False,games,video games
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.0,23159,failed,331,GB,GBP,1970-01-01 00:00:01.617685200+00:00,1970-01-01 00:00:01.628485200+00:00,False,False,film & video,drama
116,5810,Little-Marsh,Virtual attitude-oriented migration,8000.0,2758,failed,25,US,USD,1970-01-01 00:00:01.633582800+00:00,1970-01-01 00:00:01.640671200+00:00,False,True,music,indie rock
2900,5720,Petersen and Sons,Open-source full-range portal,900.0,12607,successful,191,US,USD,1970-01-01 00:00:01.620018+00:00,1970-01-01 00:00:01.644732+00:00,False,False,technology,web
553,4593,Hensley Ltd,Versatile cohesive open system,199000.0,142823,failed,3483,US,USD,1970-01-01 00:00:01.627362+00:00,1970-01-01 00:00:01.637474400+00:00,False,False,food,food trucks
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800.0,95958,failed,923,US,USD,1970-01-01 00:00:01.622091600+00:00,1970-01-01 00:00:01.622523600+00:00,False,False,theater,plays
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100.0,5,failed,1,US,USD,1970-01-01 00:00:01.611036+00:00,1970-01-01 00:00:01.627189200+00:00,False,True,music,jazz
2005,2646,Young LLC,Universal maximized methodology,74100.0,94631,successful,2013,US,USD,1970-01-01 00:00:01.631422800+00:00,1970-01-01 00:00:01.633410+00:00,False,False,music,rock
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977,failed,33,CA,CAD,1970-01-01 00:00:01.619326800+00:00,1970-01-01 00:00:01.625461200+00:00,False,False,theater,plays
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600.0,137961,successful,1703,US,USD,1970-01-01 00:00:01.595653200+00:00,1970-01-01 00:00:01.618549200+00:00,False,False,theater,plays
42,2690,Brown Group,Profit-focused transitional capability,6100.0,7548,successful,80,DK,DKK,1970-01-01 00:00:01.606024800+00:00,1970-01-01 00:00:01.617685200+00:00,False,False,film & video,documentary
948,4025,Burns-Burnett,Front-line scalable definition,3800.0,2241,live,86,US,USD,1970-01-01 00:00:01.598590800+00:00,1970-01-01 00:00:01.621400400+00:00,False,False,technology,wearables
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3431,failed,40,IT,EUR,1970-01-01 00:00:01.634014800+00:00,1970-01-01 00:00:01.642485600+00:00,False,False,theater,plays
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm,2300.0,4253,successful,41,US,USD,1970-01-01 00:00:01.603170+00:00,1970-01-01 00:00:01.629867600+00:00,False,False,games,video games
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700.0,1146,failed,23,CA,CAD,1970-01-01 00:00:01.614924+00:00,1970-01-01 00:00:01.615701600+00:00,True,False,photography,photography books
684,5825,Salazar-Moon,Compatible needs-based architecture,4000.0,11948,successful,187,US,USD,1970-01-01 00:00:01.599109200+00:00,1970-01-01 00:00:01.626411600+00:00,False,False,film & video,animation
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700.0,135132,successful,2875,GB,GBP,1970-01-01 00:00:01.609135200+00:00,1970-01-01 00:00:01.640498400+00:00,False,True,theater,plays
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500.0,9546,successful,88,US,USD,1970-01-01 00:00:01.615096800+00:00,1970-01-01 00:00:01.622178+00:00,False,False,theater,plays
2612,2140,Lawrence Group,Automated actuating conglomeration,3700.0,13755,successful,191,US,USD,1970-01-01 00:00:01.619154+00:00,1970-01-01 00:00:01.643176800+00:00,False,False,music,rock
807,3079,Gray-Davis,Re-contextualized local initiative,5200.0,8330,successful,139,US,USD,1970-01-01 00:00:01.615528800+00:00,1970-01-01 00:00:01.633582800+00:00,False,False,music,rock
2087,2017,Ramirez-Myers,Switchable intangible definition,900.0,14547,successful,186,US,USD,1970-01-01 00:00:01.606284+00:00,1970-01-01 00:00:01.634360400+00:00,False,False,music,indie rock
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11735,successful,112,AU,AUD,1970-01-01 00:00:01.627102800+00:00,1970-01-01 00:00:01.631336400+00:00,False,False,theater,plays
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800.0,10658,successful,101,US,USD,1970-01-01 00:00:01.611554400+00:00,1970-01-01 00:00:01.626843600+00:00,False,True,theater,plays
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870,failed,75,US,USD,1970-01-01 00:00:01.620795600+00:00,1970-01-01 00:00:01.642485600+00:00,False,True,theater,plays
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.0,14394,successful,206,GB,GBP,1970-01-01 00:00:01.625461200+00:00,1970-01-01 00:00:01.634274+00:00,False,True,film & video,documentary
3051,3475,Smith-Gonzalez,Polarized needs-based approach,5400.0,14743,successful,154,US,USD,1970-01-01 00:00:01.617080400+00:00,1970-01-01 00:00:01.622610+00:00,False,True,film & video,television
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300.0,178965,successful,5966,US,USD,1970-01-01 00:00:01.625115600+00:00,1970-01-01 00:00:01.629349200+00:00,False,False,theater,plays
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,128410,failed,2176,US,USD,1970-01-01 00:00:01.634619600+00:00,1970-01-01 00:00:01.635051600+00:00,False,False,theater,plays
